FlightNumber,SeatNumber,Price,Status,Class,PassengerID
2092326151,03K,5205.4,Cancelled,First,806074878
1386194268,45D,4191.59,CheckedIn,Economy,646639551
1577591048,05G,5657.84,NoShow,First,225626809
1778539363,49H,9977.41,Boarded,Economy,126634490
1604402604,36G,9876.45,Booked,Economy,391302032
2004091656,22A,5413.27,InFlight,EconPlus,708370920
843546989,54H,3003.97,Cancelled,Economy,829816073
25940245,55F,1327.66,Landed,Economy,693996046
1840618735,32G,9703.49,Boarded,Economy,872863292
2068718722,49H,7110.33,NoShow,Economy,406328400
1933887348,04H,2301.5,Boarded,First,475618568
295344991,20H,4361.9,Boarded,Business,932754846
19027464,53G,767.43,Boarded,Economy,249417191
931874658,40C,5865.91,Landed,Economy,924295179
539944404,17G,9533.98,Cancelled,Business,973737790
1729309710,43B,4386.47,InFlight,Economy,836625603
784026876,34B,3359.06,InFlight,Economy,459052945
1320841251,54J,3409.85,NoShow,Economy,725786956
1037613480,55A,5596.28,Boarded,Economy,197971580
1430318963,15D,8726.12,CheckedIn,Business,279331940
1710376995,25B,5268.08,Cancelled,Economy,105917595
2053242966,37F,8234.87,CheckedIn,Economy,663165465
1378886585,36H,1176.28,Booked,Economy,426830485
371867334,54A,6198.07,Cancelled,Economy,640156099
870385174,36J,6068.76,CheckedIn,Economy,874681143
586004756,32C,8228.47,Boarded,Economy,728708568
688981741,31K,7568.68,Booked,Economy,797496466
1554972489,58F,3476.9,CheckedIn,Economy,493048935
151131536,41G,7566.57,Boarded,Economy,920703045
1391522793,02H,1949.85,Cancelled,First,294897531
149523808,34H,7852.66,InFlight,Economy,973101490
1917193821,48A,5324.3,Boarded,Economy,193711299
1147995469,51F,7081.76,NoShow,Economy,412852456
870100843,32C,2361.63,Landed,Economy,230847409
488227153,30F,5030.17,Landed,Economy,986971944
1389300271,57H,9440.88,InFlight,Economy,873603769
367471628,38K,3898.39,Boarded,Economy,378090700
1791032821,09D,7704.63,Cancelled,First,530124062
251115382,49C,4916.94,InFlight,Economy,526919854
524205814,57H,6797.65,Booked,Economy,549846762
1825075372,59F,9674.9,Cancelled,Economy,320103737
477689256,57J,3505.17,InFlight,Economy,867474581
705081561,45G,5880.05,Booked,Economy,449978805
688433838,38F,6764.49,Booked,Economy,708712731
336705070,01K,7528.16,CheckedIn,First,758896919
1757363547,44A,8337.18,Boarded,Economy,625685336
1862950604,01B,5705.65,NoShow,First,571268074
1438769117,47B,8359.34,Landed,Economy,310513255
1400761064,51H,1777.49,Boarded,Economy,487014986
926801561,49D,457.43,Booked,Economy,165441598
1817028728,32K,5733.22,Boarded,Economy,822432758
1679424256,47C,6421.07,Landed,Economy,113852711
655541843,20D,3604.23,Cancelled,Business,363500727
1510051750,06H,2350.69,CheckedIn,First,928921239
495243443,49H,6570.13,Landed,Economy,951479228
1217208165,28A,6483.54,CheckedIn,Economy,618549385
1830404115,29J,8286.35,InFlight,Economy,889638743
1361099730,42J,9452.55,InFlight,Economy,679167005
337681686,20G,9953.59,CheckedIn,Business,834079884
1561056528,00G,2383.1,Booked,First,216511980
795673056,33A,2475.7,NoShow,Economy,294395846
636768868,55G,4074.48,Boarded,Economy,506395133
987697325,48F,8975.4,CheckedIn,Economy,761092457
1406976335,21G,2114.04,Boarded,EconPlus,108455946
1316849354,11H,2267.09,Landed,Business,985467855
1166041345,40C,7038.41,Landed,Economy,576212950
1279744143,48F,787.93,InFlight,Economy,680685727
146326639,49B,4956.38,Cancelled,Economy,266678709
548860965,48F,8032.9,InFlight,Economy,276553845
1040354668,36C,4275.64,Boarded,Economy,319782405
2046930786,34G,921.09,Booked,Economy,491658461
1080441927,26J,3819.34,Booked,Economy,120755010
18773731,07C,7575.27,Booked,First,294571490
254591462,42H,9186.26,NoShow,Economy,465806220
1745982358,23D,6567.9,Boarded,EconPlus,193748502
1762472857,25F,6549.66,Boarded,Economy,581272500
1397465101,56H,5398.69,Landed,Economy,281247522
930550124,51H,2304.59,Booked,Economy,396018185
1847187125,35K,5713.83,Booked,Economy,605516175
783505882,57H,3972.79,Cancelled,Economy,714345121
1051565034,42H,8532.52,Landed,Economy,986969118
275164128,07D,9493.96,NoShow,First,416130136
1865881645,06G,9414.56,InFlight,First,306511325
829263326,25B,5853.42,Landed,Economy,893997472
2014713369,35G,1080.83,CheckedIn,Economy,713972745
718590455,31H,2470.04,Cancelled,Economy,367945986
957623298,24F,8156.37,InFlight,Economy,412211127
222133653,52F,7503.19,Boarded,Economy,604789163
154722593,15H,6264.08,CheckedIn,Business,170111473
917138518,30A,9418.56,Boarded,Economy,304086214
1019996469,27G,5835.22,Landed,Economy,565964297
2061274343,10J,8909.49,Boarded,Business,224934588
305682727,54A,6542.47,NoShow,Economy,186034016
706679031,31J,8860.16,Boarded,Economy,380861669
1371189563,58B,4459.34,Booked,Economy,565849972
1819136777,24J,6194.19,Cancelled,Economy,744932988
389562192,03A,529.48,CheckedIn,First,559286422
1122732470,49H,6776.01,Landed,Economy,526174359
1064158032,37H,7920.77,Cancelled,Economy,744226856
1552477379,53G,174.72,Cancelled,Economy,162004339
503364502,00H,6705.15,Cancelled,First,436562520
1118753635,01C,5017.91,Cancelled,First,522982850
1723923511,55H,2652.47,InFlight,Economy,980811895
1982941847,30B,8557.99,Booked,Economy,187414799
390707422,47K,7279.6,NoShow,Economy,122203824
1934365697,42A,4613.5,Booked,Economy,334224336
2054464801,10D,9364.55,InFlight,Business,511675007
748546724,54J,6955.28,Cancelled,Economy,373016984
913505393,01B,3291.31,Boarded,First,131225555
238478576,44B,473.46,InFlight,Economy,712584978
728151925,08G,4991.25,NoShow,First,248367317
1504411889,26F,2116.22,InFlight,Economy,353435815
780743008,10G,2347.43,Cancelled,Business,131298761
1834564142,12A,652.13,NoShow,Business,867519158
950175457,05A,6212.96,Boarded,First,227592964
1039374432,24D,873.1,CheckedIn,Economy,898799530
343079092,57F,5388.51,Cancelled,Economy,802429109
1793258506,13B,8565.01,NoShow,Business,425638901
1315344279,22K,8614.83,Cancelled,EconPlus,816159374
1167546076,02D,3364.33,CheckedIn,First,973118233
1025408386,51G,2361.79,Landed,Economy,673788837
1111524577,49G,2794.06,Booked,Economy,794192927
1285164679,00C,7680.42,Booked,First,110136047
72393921,30G,4148.71,CheckedIn,Economy,424885323
585489492,10A,3546.25,Booked,Business,670607866
1588303313,01A,4902.49,Landed,First,967518784
1741635526,47G,7270.86,CheckedIn,Economy,520885843
266824369,46J,5000.83,Boarded,Economy,494376559
1859505545,44J,4684.78,CheckedIn,Economy,236844239
451123100,43H,3950.74,Booked,Economy,128368012
1091627435,56H,5250.32,Boarded,Economy,333519346
2065648063,39J,5200.58,Landed,Economy,546828001
1870723379,05J,464.24,InFlight,First,442347438
765622887,37A,3717.93,InFlight,Economy,354603409
2100809144,34B,6086.58,NoShow,Economy,133324152
1046630943,25J,8624.08,CheckedIn,Economy,382141525
541808780,45K,5628.29,Booked,Economy,754811025
1601560609,36F,1910.58,Cancelled,Economy,109891643
170381947,44D,9175.58,CheckedIn,Economy,963225442
1002330370,19H,1441.36,CheckedIn,Business,815730733
594244405,30C,9546.81,NoShow,Economy,394869612
198404481,21K,3825.49,Landed,EconPlus,275868689
1543164582,25G,642.69,NoShow,Economy,856194757
952911434,45D,875.87,NoShow,Economy,171606094
1656267698,03B,8474.77,Cancelled,First,721583372
1831748402,02K,6629.97,Cancelled,First,994005768
1908899980,40A,5602.65,InFlight,Economy,878376327
1388897250,52H,8274.53,Cancelled,Economy,920396104
1660955570,27C,2221.36,InFlight,Economy,215818313
1050744953,02J,6388.38,Landed,First,521252819
1278900422,13F,1960.88,Landed,Business,574789298
1496757946,01K,6840.08,NoShow,First,885315959
653868561,40C,6152.64,InFlight,Economy,646581726
435421592,49H,2956.09,Booked,Economy,690423373
1764996717,32F,2888.98,CheckedIn,Economy,929831110
412674901,13G,5086.57,Boarded,Business,126215389
271269567,43K,2063.42,Boarded,Economy,913689626
731660806,23C,9613.97,CheckedIn,EconPlus,139267202
675293334,09A,1493.03,Landed,First,535370329
355096264,10D,1719.15,CheckedIn,Business,169983024
1393194360,44A,8890.41,Landed,Economy,980435357
34541996,36H,652.94,Cancelled,Economy,408015259
1595882392,30F,5201.08,NoShow,Economy,944386095
1438160409,56G,7779.23,Landed,Economy,742303239
1771366036,53C,6006.69,CheckedIn,Economy,411655860
1092904596,47A,6630.37,CheckedIn,Economy,904631346
422752603,21K,8134.23,InFlight,EconPlus,222442302
772381136,42H,5567.63,NoShow,Economy,683778365
1823920836,55K,8146.5,InFlight,Economy,586127100
1224687555,53A,9631.62,Cancelled,Economy,571393349
112303602,38H,6100.08,Cancelled,Economy,190393029
1365109573,06C,1238.2,Landed,First,297131991
221726501,42H,5921.03,Boarded,Economy,973307853
484529704,43G,1958.84,InFlight,Economy,950241901
827151595,12G,592.54,Booked,Business,515872603
737185550,02A,2920.56,Booked,First,966650476
376380497,38A,6814.5,Cancelled,Economy,398458749
849150521,02J,8536.75,Cancelled,First,747368818
2009631620,11B,7495.92,Landed,Business,136107035
1930351776,43K,1308.54,Booked,Economy,415652953
161273655,28J,5083.51,Landed,Economy,985239532
1879138399,36C,4455.66,Landed,Economy,437980850
1993481073,45K,9501.62,InFlight,Economy,842377065
1947195938,23G,1397.38,Boarded,EconPlus,920272310
1751134771,30B,7412.03,Boarded,Economy,552421337
1548909782,35F,5141.87,Cancelled,Economy,989002808
397745431,15C,7741.55,NoShow,Business,373208127
657146255,20K,7055.53,InFlight,Business,239560643
1333700708,39D,9429.55,CheckedIn,Economy,761698980
882980679,10J,5395.3,Booked,Business,867862650
1295288480,11C,3563.84,CheckedIn,Business,183670522
1015447555,55A,9411.93,Landed,Economy,938290225
1514470991,07B,6644.91,Landed,First,661720159
2043984632,42B,5349.21,NoShow,Economy,246731936
1567848828,41A,1714.01,Landed,Economy,632759347
2073319755,47F,4646.25,InFlight,Economy,553437770
1193041168,30B,1454.96,CheckedIn,Economy,510290325
1176931676,11J,9556.02,Boarded,Business,441463487
1251284138,28B,3081.61,Cancelled,Economy,507623318
1624725817,14G,8930.85,InFlight,Business,359761116
1502077116,15J,9800.08,Boarded,Business,349728009
1971941833,53K,5282.62,Booked,Economy,733683776
563630746,32D,6541.22,Cancelled,Economy,392357880
1687595963,22G,6156.4,CheckedIn,EconPlus,732825328
2078094783,03A,1519.94,CheckedIn,First,666732080
337650107,45K,9309.44,NoShow,Economy,341183466
1093009681,11J,2481.48,Booked,Business,759151325
252371367,32K,537.72,InFlight,Economy,815022616
1038677856,57B,5651.16,Cancelled,Economy,629876582
1638778275,49F,6491.32,Landed,Economy,879108615
637691358,27G,7147.8,Boarded,Economy,356590634
886514151,04H,7928.2,Landed,First,466863287
2027056433,08C,9883.79,Cancelled,First,985376515
273174279,04B,9467.06,Boarded,First,249732923
1484014753,15D,7658.43,Boarded,Business,942298325
1685518447,30F,6797.94,NoShow,Economy,420257290
997902697,42G,2972.84,Boarded,Economy,610758746
1030972710,21A,6717.92,NoShow,EconPlus,628668480
909584665,26G,8069.63,Cancelled,Economy,687271033
1092548028,44A,6029.02,CheckedIn,Economy,747649642
403005727,48K,3692.6,NoShow,Economy,226347584
1817051540,13C,3480.84,Cancelled,Business,738915539
367422240,44F,5653.28,InFlight,Economy,924296119
1997296573,26G,9614.07,Boarded,Economy,192109778
2118989576,37A,4658.43,Boarded,Economy,774209732
839259310,36K,9858.75,Landed,Economy,889282549
275491187,14J,4535.49,NoShow,Business,158433829
948320746,52H,6430.09,InFlight,Economy,122443761
689311610,49J,4788.69,NoShow,Economy,542659681
2001750337,02H,7277.99,NoShow,First,945170278
727105812,56K,6879.43,Booked,Economy,330726953
1542825280,31G,6418.54,CheckedIn,Economy,551350885
1865286757,11B,6329.23,CheckedIn,Business,950423707
2060272876,20K,2368.7,CheckedIn,Business,989586515
1670623709,31F,3884.42,CheckedIn,Economy,743762084
299600524,08A,9235.51,CheckedIn,First,981198325
756918384,20D,811.88,Booked,Business,138571636
1068969188,45C,3510.34,Cancelled,Economy,775057832
2138711543,18D,6312.5,NoShow,Business,117270731
1687794374,08A,6193.59,Landed,First,375412650
997244524,58F,2018.75,Landed,Economy,392507434
1127337810,17C,6510.31,Cancelled,Business,844393455
1539190734,31G,8071.34,Booked,Economy,945699333
1562072207,33C,7275.41,Cancelled,Economy,778333304
787463944,16H,9607.3,Landed,Business,584680102
1681931682,11A,6904.18,CheckedIn,Business,849416178
2145706641,10A,805.2,Landed,Business,148204594
13764610,46B,744.27,Cancelled,Economy,833982506
950744175,07J,6689.24,Booked,First,948874209
245129579,22A,6304.97,InFlight,EconPlus,543367119
1777934139,53B,5625.74,Booked,Economy,877122352
1347432647,26J,5014.63,CheckedIn,Economy,611617159
890333713,21D,387.69,Booked,EconPlus,950932470
1371190252,50F,1190.72,InFlight,Economy,189608381
365511807,24H,8605.13,NoShow,Economy,532658772
198175882,00B,4835.72,Booked,First,915049403
202588772,59B,3783.54,CheckedIn,Economy,396035587
44974903,28A,5496.2,Booked,Economy,157525507
1410698936,14G,557.43,Booked,Business,851111311
674304820,38C,5561.73,NoShow,Economy,163155059
1119337624,29B,6601.24,Boarded,Economy,583577777
915952269,31J,6177.29,NoShow,Economy,422214201
368569097,53H,6544.26,Boarded,Economy,362687271
1221284141,48A,3922.62,NoShow,Economy,431690114
377809583,33G,3736.86,Boarded,Economy,796118516
954771829,58F,3334.42,Boarded,Economy,791319247
2139348021,39A,1140.07,Boarded,Economy,562608439
1311490371,16F,4762.33,Landed,Business,226265563
248599049,35D,6253.89,InFlight,Economy,510207110
1839006596,03H,8040.88,InFlight,First,802328334
1146678234,30H,3325.87,Boarded,Economy,619532245
1715261087,35D,8790.34,Cancelled,Economy,180774339
357158062,21A,5052.04,InFlight,EconPlus,853746539
77841619,09D,576.11,Booked,First,233978540
716844676,18A,6079.13,Cancelled,Business,914674124
249264639,48K,5233.13,Boarded,Economy,150761088
1560345050,06F,5608.43,NoShow,First,945446898
740638706,04H,1190.14,InFlight,First,283014874
720953596,59F,9135.93,Landed,Economy,391835791
873822140,46A,1413.0,NoShow,Economy,973548244
1246753849,59H,2637.82,Cancelled,Economy,195853875
230458536,22B,6302.82,NoShow,EconPlus,262946557
809591479,53H,5104.0,Cancelled,Economy,855432541
220001081,47F,9860.34,Landed,Economy,460160332
109356500,46D,6325.63,NoShow,Economy,939366514
14368735,20A,9556.27,Boarded,Business,376343880
1387019930,30F,4453.22,Boarded,Economy,442902827
945046925,18K,3319.77,Boarded,Business,603639474
589904169,16K,8981.46,Booked,Business,268706299
1336864881,16B,7792.08,InFlight,Business,363004356
69198302,59H,1157.76,InFlight,Economy,779367357
1291349155,35F,7897.89,CheckedIn,Economy,695526107
991231012,17H,9646.43,InFlight,Business,508564473
1084282291,37K,6840.34,InFlight,Economy,603043403
1731719247,21H,4174.7,InFlight,EconPlus,710422024
1656439651,43B,5061.64,NoShow,Economy,249619953
287729696,53G,2690.96,Landed,Economy,378582614
528613992,03H,1249.92,InFlight,First,943753083
37112392,42D,2040.08,Cancelled,Economy,846064864
1462694587,05H,5386.19,CheckedIn,First,501210661
1000814441,00A,2483.02,NoShow,First,690913227
651240494,02H,6968.94,Landed,First,903563959
629785304,50D,3679.22,Booked,Economy,810599044
1501470278,16B,1690.53,Boarded,Business,211538816
644271506,39C,3612.14,Booked,Economy,122512657
551943277,40J,8682.18,Cancelled,Economy,427908959
1073913887,43A,9137.53,NoShow,Economy,568346337
904499404,47D,1669.02,CheckedIn,Economy,157689759
271523438,30K,4139.67,Landed,Economy,159859328
1252782554,51D,1598.6,NoShow,Economy,247566747
1836209368,04G,3768.86,Boarded,First,815165881
1487996680,31J,831.7,Boarded,Economy,310386825
401230699,59H,4630.25,Booked,Economy,978956297
1401034912,20F,6046.33,CheckedIn,Business,999889595
1136671941,12G,1244.1,Cancelled,Business,717972181
2103541303,51C,4373.96,InFlight,Economy,682629559
1049939818,24B,4815.13,Booked,Economy,206750762
2032041653,48H,7519.62,Landed,Economy,822245818
1719788732,21H,7689.73,Boarded,EconPlus,136334619
1039371441,32A,8889.78,Boarded,Economy,849269995
1008947577,15J,496.61,Landed,Business,176542809
204991859,16K,492.1,Boarded,Business,384451335
1917382130,37K,2172.84,InFlight,Economy,504509734
1961660378,23C,6927.31,Boarded,EconPlus,858245994
1301718377,54F,9507.04,Cancelled,Economy,481358806
970316577,17F,669.97,CheckedIn,Business,994360184
1633726633,10H,3139.8,Boarded,Business,655290307
1734659846,48B,6198.66,Booked,Economy,749573261
1398121638,13F,944.24,Boarded,Business,997470249
1947181247,46H,4917.78,CheckedIn,Economy,895238303
1542754246,12F,7812.23,Cancelled,Business,182046030
2039542554,36G,7487.67,InFlight,Economy,546237518
2049856666,03A,3411.78,CheckedIn,First,679124112
1644988749,13K,4151.39,InFlight,Business,365923390
1923907558,00H,9788.08,Booked,First,199713749
1207249224,54A,8519.31,NoShow,Economy,357996710
1468088814,23J,1276.34,Boarded,EconPlus,526862125
1043543827,27J,3111.33,Booked,Economy,822823768
798969815,37H,6657.84,Booked,Economy,529481345
1426466541,47H,9545.57,Booked,Economy,373831963
705959724,52G,6846.62,Booked,Economy,156902132
2110332479,04J,4658.21,Boarded,First,739471228
1037788615,33G,895.8,Cancelled,Economy,494731225
1937546380,10B,7522.03,Boarded,Business,538648160
162518869,16G,1974.38,NoShow,Business,358795494
42788320,11B,5634.5,InFlight,Business,279704902
974824104,01B,606.58,CheckedIn,First,841321266
1038194334,00A,7126.23,Landed,First,468420228
660800900,25H,4401.67,Booked,Economy,278073519
85426334,26B,8208.96,CheckedIn,Economy,408653849
308786205,05H,6035.73,Booked,First,405344727
2050779708,52A,8372.5,Booked,Economy,614298097
1141426559,43K,1827.02,Boarded,Economy,728973427
1690182881,09B,5917.83,InFlight,First,692496223
851137387,48B,5580.35,CheckedIn,Economy,858023647
1956177331,57G,2478.24,NoShow,Economy,670463862
1536167055,17A,2086.87,Landed,Business,299880203
1734132713,52C,4758.61,Landed,Economy,319234845
1639420732,27G,8502.62,InFlight,Economy,209248937
495224660,55B,8464.36,NoShow,Economy,119353261
722004320,54D,1295.52,InFlight,Economy,705699595
238187504,28A,913.34,NoShow,Economy,264368775
704745600,10G,8681.44,NoShow,Business,373794884
1897059590,41D,7323.95,NoShow,Economy,768630155
1054690950,52A,4662.58,Landed,Economy,920983310
1883963701,37A,8744.82,Boarded,Economy,416585163
1249438585,52K,3351.71,Boarded,Economy,271124709
1534446929,48A,9742.76,Cancelled,Economy,599795907
66891571,31K,578.35,Booked,Economy,534126419
1546302578,13J,8961.73,Boarded,Business,728878975
1302058262,18K,2156.89,NoShow,Business,611908552
397099410,45H,2856.8,Booked,Economy,685629432
108992816,36H,3167.83,Landed,Economy,982325980
187976830,01G,2423.71,Cancelled,First,941243338
368642972,26G,1858.82,InFlight,Economy,154735753
1406063228,23B,4574.47,InFlight,EconPlus,394408278
1610778704,40B,7967.58,CheckedIn,Economy,495035136
1514963798,06J,7767.81,Booked,First,734897618
1373146741,28H,9682.62,NoShow,Economy,849258875
1471503173,13B,2444.89,CheckedIn,Business,287896275
1859039950,34D,9401.98,Booked,Economy,315798335
1189153772,37D,7750.22,Landed,Economy,236194565
1633555606,53J,311.75,CheckedIn,Economy,859808257
874795521,10B,6138.71,NoShow,Business,585556434
1732366130,34C,3786.62,NoShow,Economy,775248810
685870654,51A,7714.23,Landed,Economy,432125674
613646522,35B,2390.5,Boarded,Economy,549595544
1935764606,38B,8778.82,Cancelled,Economy,614633594
1565783869,15J,2772.94,CheckedIn,Business,185703132
1027944466,35D,1087.72,InFlight,Economy,895554246
918082653,09K,6300.11,Boarded,First,941210155
1071828644,00G,7855.71,NoShow,First,246953997
805306950,11H,3538.02,CheckedIn,Business,415646555
335198676,16J,1568.38,Booked,Business,568744823
858083969,11J,7333.59,Landed,Business,628965381
37444603,53F,5294.04,Boarded,Economy,471230904
1578275513,55J,4277.86,Boarded,Economy,885969158
1886267344,01A,2475.81,Cancelled,First,298720865
1751897742,15G,5680.02,Boarded,Business,927042318
229959780,41D,5322.86,Cancelled,Economy,508213611
117197680,11D,1913.41,Booked,Business,505654899
1635707827,03G,5588.43,InFlight,First,430741554
878145909,02K,3429.09,CheckedIn,First,237749692
1252202277,08H,2390.16,Booked,First,173315105
837175736,40G,608.49,InFlight,Economy,154697308
1569513621,07K,9461.08,Landed,First,944553834
1472360062,03B,1312.97,Cancelled,First,797024257
2025997745,51A,7762.42,Cancelled,Economy,889352504
1445369329,53D,9597.53,Landed,Economy,878308017
972165232,16F,6700.15,NoShow,Business,531047584
1341825980,46J,9867.96,CheckedIn,Economy,836737360
1785964808,52C,6598.88,Cancelled,Economy,394459671
625132045,53A,2643.43,Boarded,Economy,314581892
1924116807,33G,8526.83,Cancelled,Economy,909387109
1744437310,21G,9109.95,Cancelled,EconPlus,113444219
802823271,21D,2698.32,Landed,EconPlus,480677374
799473942,08H,647.81,InFlight,First,161179862
1869937542,14G,346.3,Boarded,Business,820433589
1601778696,13D,3490.95,InFlight,Business,179350693
1059683497,11H,3925.0,Cancelled,Business,836113435
1937901551,02A,3881.66,InFlight,First,145311080
212155734,10B,9753.19,CheckedIn,Business,830957821
1711457238,26C,9626.56,InFlight,Economy,381589940
255204401,40J,7173.55,NoShow,Economy,526464179
1832763092,09G,9121.22,CheckedIn,First,217742659
1554714026,45K,7801.0,Landed,Economy,362835843
1200239685,56J,7608.54,NoShow,Economy,488413981
642274619,57K,7448.7,CheckedIn,Economy,297114993
1176475469,23G,8043.05,InFlight,EconPlus,251490762
792988226,40K,9027.08,CheckedIn,Economy,150523247
153253341,50H,6662.79,Landed,Economy,523456492
58658424,54A,4416.87,Cancelled,Economy,276789519
86880025,08B,3741.3,Landed,First,888292051
522477364,36C,1363.64,Cancelled,Economy,574137908
478257550,07J,233.95,Booked,First,542591007
125469389,02D,1190.76,CheckedIn,First,746245611
2135247406,30H,5825.65,InFlight,Economy,114136393
819551755,05J,321.59,Cancelled,First,782589648
1724475785,34A,6451.78,Landed,Economy,802389077
644095558,38H,2960.22,Booked,Economy,286311751
1400881344,02A,9758.85,Boarded,First,214323494
1529415691,40J,9420.29,Boarded,Economy,643114415
1035437089,58K,4248.52,NoShow,Economy,968163869
924885565,19D,576.86,Cancelled,Business,838870506
894295041,10A,9138.37,Boarded,Business,130748402
263656991,16H,1630.82,Boarded,Business,800844934
1884894027,55G,3069.58,CheckedIn,Economy,183426206
833993724,19C,2604.65,Boarded,Business,135997701
1456845261,51K,352.06,Booked,Economy,337050518
1316118904,48F,4698.38,Cancelled,Economy,877119109
97044823,41C,8293.27,InFlight,Economy,568018142
387493668,55B,3755.89,NoShow,Economy,962741937
1348200500,49A,7823.13,InFlight,Economy,775279640
881252590,54C,6807.75,Booked,Economy,581542381
1898002090,10G,7647.4,NoShow,Business,658676415
797651597,33K,5644.55,Landed,Economy,715016556
784658790,57B,3292.1,CheckedIn,Economy,680452312
1378365812,00K,3805.82,InFlight,First,442138112
111179496,15B,7415.44,NoShow,Business,186899249
181950148,18J,6492.09,Boarded,Business,723457768
2026104371,45B,327.12,Boarded,Economy,698411332
1677113968,37H,2481.57,InFlight,Economy,732620561
2038229328,32H,3692.19,CheckedIn,Economy,522872359
1442926536,07C,2928.31,InFlight,First,836646780
1003390498,44J,4959.18,Boarded,Economy,258353783
1151897746,50C,2745.25,Boarded,Economy,514696882
1070631550,03H,7489.81,NoShow,First,724759103
858206195,39C,5796.7,Cancelled,Economy,184637309
1007119617,55H,5584.23,Boarded,Economy,128868534
1600942361,43K,7558.77,CheckedIn,Economy,470538919
573819142,51B,2976.14,CheckedIn,Economy,624702403
1369080011,07H,2045.27,InFlight,First,991148084
622454090,49H,7272.64,Cancelled,Economy,470770579
872141150,18F,5486.01,Cancelled,Business,852096228
352012634,49J,8139.91,InFlight,Economy,376995669
1015911764,59D,3617.37,Boarded,Economy,512657880
1282208913,26J,3782.62,Booked,Economy,616985970
1666260192,35B,1991.91,NoShow,Economy,937756898
1359622936,07A,9424.98,Landed,First,426037612
1442816432,01K,6563.58,InFlight,First,143602436
124795430,14H,2746.72,InFlight,Business,152838152
1208447203,40G,6272.16,NoShow,Economy,712257659
1930858141,29J,7657.77,Landed,Economy,603295722
2123269979,06H,2007.36,Landed,First,661506203
34817277,33K,4593.03,Landed,Economy,611037567
1630677263,44B,6224.5,Landed,Economy,938097317
868518262,14H,8454.44,Landed,Business,111664464
1676241261,13H,2609.42,Landed,Business,832749043
1810595794,44D,5964.35,Landed,Economy,240515806
1329896137,26J,8217.39,InFlight,Economy,777518046
1758218894,26H,9458.55,Cancelled,Economy,813108924
1435744689,55B,1301.39,Booked,Economy,898337298
1910448772,31K,9478.96,Landed,Economy,610199703
194098096,44H,7601.32,InFlight,Economy,135653398
1072374240,35A,2306.92,Boarded,Economy,323692671
1280105193,21H,3395.17,NoShow,EconPlus,115736563
1474330147,04A,629.05,Boarded,First,617415007
1990123162,51D,6144.55,CheckedIn,Economy,545347360
1800582782,38A,9333.49,Cancelled,Economy,142822950
678787541,52D,3849.91,CheckedIn,Economy,929535667
938032450,25G,2405.83,Booked,Economy,192720643
620125472,10K,2444.15,Boarded,Business,948235758
1128831269,50A,8067.11,NoShow,Economy,859135941
258132666,13J,7493.81,CheckedIn,Business,259427725
758407597,54B,5417.68,Booked,Economy,234931099
226254223,00H,2497.94,CheckedIn,First,906320497
160251882,37D,9094.96,Boarded,Economy,219141630
1600481256,21B,9562.44,NoShow,EconPlus,360974612
75227472,37G,1110.37,Cancelled,Economy,824076000
894864784,10B,8659.41,CheckedIn,Business,955354970
1991226204,56K,747.9,Boarded,Economy,566960984
215562955,02F,1433.85,Landed,First,240284405
829514797,42B,4460.79,InFlight,Economy,741881977
377126126,54C,1750.79,NoShow,Economy,661354077
1771467462,35J,5940.77,Landed,Economy,411898247
496615218,17A,1211.65,Cancelled,Business,163738209
1363097111,55B,6903.82,Cancelled,Economy,263827369
1273938029,01A,1419.11,Boarded,First,196077265
538041450,02A,6558.19,Cancelled,First,133061720
11751435,50K,7742.75,Booked,Economy,160436387
2146204745,08F,3151.21,InFlight,First,794360527
1116946961,24D,7998.32,Booked,Economy,294401823
1210279521,59C,1011.21,Boarded,Economy,820910046
315152632,17F,5441.48,NoShow,Business,727013279
1621741930,09J,4675.6,InFlight,First,756285949
1007043498,27B,6214.12,Boarded,Economy,660341099
1850374059,39K,8404.34,InFlight,Economy,938961076
1838191794,17K,3086.05,NoShow,Business,852058144
1057142525,56A,1656.23,InFlight,Economy,735423495
1563331854,12C,5708.62,Boarded,Business,983894500
245352670,22F,9420.81,Cancelled,EconPlus,909855561
1051924827,46A,8591.45,NoShow,Economy,983705420
870174328,29J,9057.92,Boarded,Economy,831527782
431512258,32F,6833.41,CheckedIn,Economy,128306410
102056431,42J,3200.2,Boarded,Economy,178734284
579554474,46C,4523.81,CheckedIn,Economy,353994109
943760860,59J,8924.96,Landed,Economy,178655266
735055488,15D,4994.46,InFlight,Business,891327073
1607865486,29A,3907.96,Landed,Economy,880521944
985889810,32H,9322.91,NoShow,Economy,383619857
1786069018,33C,3888.56,Cancelled,Economy,963628028
192351758,50H,9918.96,Cancelled,Economy,825860221
1941833407,02K,3292.9,CheckedIn,First,598902482
1341397612,22H,3210.96,Boarded,EconPlus,100350755
12156575,48H,9696.67,Boarded,Economy,601180964
672944065,53C,9555.01,NoShow,Economy,436344173
242608364,40H,6531.72,InFlight,Economy,827484407
2025765979,25F,7384.41,Booked,Economy,950889095
1311073256,51A,3428.77,NoShow,Economy,454644635
929526482,31D,1809.57,InFlight,Economy,366712544
410093265,33D,8861.99,Landed,Economy,858718632
1791030612,55J,7793.9,NoShow,Economy,107012136
1138011366,46H,7268.41,InFlight,Economy,303943237
