PassengerID,BookingDate,Status,Cost,TicketNumber
278525588,2021-08-11 07:39:33,Cancelled,5808.61,1713
987898822,2018-08-11 23:28:50,Cancelled,866.04,3010
691948005,2012-12-08 02:09:04,Cancelled,5869.41,603
658706833,2021-10-03 11:59:56,Cancelled,3567.39,2637
521070657,2017-11-12 17:30:51,Complete,9351.63,2020
481915872,2013-10-11 10:34:50,Complete,5221.5,124
762689609,2017-12-14 07:45:04,Complete,9010.32,1960
676659722,2021-12-15 08:46:51,Complete,2243.3,936
388798841,2017-12-27 22:50:55,Complete,7686.43,701
299223983,2003-06-06 14:48:24,Complete,2136.73,2261
548429351,2000-03-13 06:26:34,Complete,6993.31,1606
716383870,2011-07-28 13:37:30,Complete,5396.28,988
392561858,2013-04-16 02:57:19,Confirmed,6369.36,1873
880441476,2009-03-13 19:02:10,Confirmed,1943.02,2506
729936868,2013-10-03 16:46:45,Complete,7656.99,1235
587951620,2021-04-07 23:14:10,Cancelled,4041.5,1760
943544747,2002-11-21 07:38:33,Pending,305.26,2364
194165531,2021-02-27 08:41:56,Pending,8997.97,1742
962858204,2013-03-09 09:36:34,Complete,7246.26,2705
341125221,2017-03-07 07:17:07,Complete,5343.41,2366
314720241,2018-03-11 09:08:25,Confirmed,7593.19,2197
961065157,2002-04-17 02:41:40,Cancelled,2781.45,410
785896422,2009-01-16 11:45:28,Confirmed,6608.64,1795
596722382,2005-06-27 14:57:43,Confirmed,9971.73,1673
379170993,2008-03-11 17:59:25,Pending,3345.66,2750
728635815,2012-01-15 07:55:22,Complete,3996.58,2776
922477546,2020-09-13 23:58:15,Confirmed,1677.71,998
782812464,2018-12-02 06:55:46,Complete,1403.45,683
726184863,2000-04-01 07:18:14,Pending,4821.47,265
751178273,2019-08-07 11:57:44,Complete,273.84,2502
964631989,2022-07-10 15:19:26,Complete,7886.98,1013
542932213,2015-04-23 23:28:53,Complete,2150.89,2553
753994128,2010-04-15 01:44:38,Cancelled,9210.7,2908
541391760,2006-01-30 14:41:27,Confirmed,5879.26,2388
966898876,2012-06-27 02:39:36,Confirmed,4751.39,702
343287392,2003-08-21 20:29:50,Pending,7723.15,1077
558364995,2017-06-21 04:52:01,Cancelled,2147.91,2509
992152317,2013-05-19 03:54:17,Pending,9929.85,121
723446665,2001-04-13 07:09:17,Complete,6575.94,943
353034505,2001-05-27 16:06:14,Cancelled,3935.08,2563
394313871,2020-03-25 00:43:38,Pending,9847.35,275
129495890,2022-04-27 13:51:45,Cancelled,3221.98,2723
315755028,2018-06-20 23:23:48,Complete,2691.38,2615
821141804,2006-10-30 02:25:44,Complete,7212.29,2692
640055710,2014-03-24 20:43:22,Cancelled,9657.99,1210
381500258,2000-07-22 10:42:22,Confirmed,7115.0,2040
304081783,2008-10-21 01:10:02,Complete,2056.19,501
145212758,2010-12-23 01:11:06,Pending,2646.67,730
699577276,2010-07-07 15:08:26,Pending,8887.72,383
866228985,2019-03-30 23:31:20,Pending,1544.42,2576
651271994,2013-06-16 04:59:18,Confirmed,9764.1,2016
888032304,2010-03-06 10:47:57,Cancelled,176.3,799
690199092,2007-09-13 21:22:53,Pending,354.42,2158
641286536,2018-04-16 06:12:12,Complete,2630.33,1445
707239137,2013-11-16 22:59:27,Pending,9852.11,880
671640139,2006-08-27 19:45:44,Complete,7379.83,432
313490537,2012-08-10 04:32:05,Cancelled,6022.06,3047
496633846,2010-10-20 05:55:06,Pending,2403.75,2706
839219001,2020-07-05 04:21:44,Cancelled,7988.3,1373
723190524,2010-11-28 15:13:04,Pending,5141.49,1876
193642954,2000-07-30 19:28:41,Complete,8702.67,1276
970291838,2012-11-01 10:06:01,Confirmed,7951.73,1407
272115343,2014-06-09 10:02:23,Cancelled,1965.83,3049
230010519,2017-09-20 12:36:17,Confirmed,3099.46,1045
143930114,2012-12-07 07:15:15,Pending,9130.76,1108
794105421,2017-07-16 12:03:11,Cancelled,6764.64,1003
132028039,2004-04-29 22:25:49,Confirmed,1944.22,109
716482208,2017-12-31 06:37:55,Cancelled,1442.77,1320
832611377,2000-04-05 15:11:17,Confirmed,4123.51,1159
335169595,2000-07-12 10:53:05,Complete,6489.94,101
109313774,2009-12-02 17:01:06,Pending,5993.22,389
632932266,2017-09-17 00:44:38,Complete,9326.73,2423
320934232,2000-10-29 23:22:41,Complete,6344.68,2279
132538360,2000-01-25 07:40:35,Confirmed,729.76,2847
370684520,2018-08-17 02:48:09,Pending,9809.84,892
678128242,2020-03-24 06:40:04,Confirmed,2035.4,1820
825630955,2016-04-13 23:39:49,Complete,6859.61,1619
607446581,2017-12-05 09:18:10,Pending,1827.54,1246
800934592,2017-09-23 17:08:16,Pending,2913.85,1171
910407767,2003-07-24 09:40:29,Pending,2012.94,1455
115514303,2017-02-14 04:53:29,Pending,5779.09,1083
188979739,2020-05-16 03:07:55,Confirmed,6857.73,1365
169105947,2008-02-08 11:18:44,Complete,1391.21,388
128891185,2013-02-12 05:57:48,Cancelled,4995.52,1621
763878638,2019-11-15 23:58:57,Pending,4906.62,907
354799472,2015-07-07 19:34:28,Complete,4325.17,1232
564610646,2019-02-20 22:34:46,Confirmed,3012.93,1944
211151315,2005-04-29 14:56:28,Pending,5612.57,2599
855779004,2010-09-23 14:16:19,Cancelled,706.96,2381
843497132,2008-02-11 20:26:55,Cancelled,5189.88,3038
676766957,2019-04-17 16:03:41,Pending,1259.19,2879
384068659,2011-10-10 23:05:23,Pending,5129.62,2415
122811171,2019-03-03 03:27:59,Complete,4255.16,2767
888252802,2021-05-09 15:27:51,Cancelled,5429.93,1326
545522562,2002-10-18 21:48:29,Pending,8498.78,762
649147214,2008-06-16 23:01:12,Confirmed,1191.87,3063
947131592,2004-08-02 00:35:20,Complete,9428.26,911
454329138,2014-04-12 05:31:28,Complete,1723.48,1443
491090526,2016-06-17 05:12:47,Pending,3375.45,1602
121236265,2020-09-14 09:57:51,Cancelled,1450.95,1665
248110306,2009-09-01 13:07:23,Complete,9394.31,2753
595370297,2006-01-03 23:27:03,Pending,9682.73,3077
853843820,2020-04-04 07:46:28,Pending,5475.24,880
161283202,2006-12-14 06:56:50,Confirmed,2112.34,1594
119009803,2001-06-10 02:09:56,Confirmed,2156.83,763
674037136,2016-08-24 08:17:05,Cancelled,5000.85,426
157143359,2007-01-24 09:18:01,Confirmed,1186.52,2187
396561940,2003-02-16 13:49:39,Complete,1090.7,1737
856890331,2015-08-14 00:04:07,Complete,3867.82,2363
594091385,2002-05-22 17:46:33,Confirmed,1679.3,2732
361535813,2009-01-11 00:56:38,Pending,5210.01,1213
116145706,2002-02-24 02:26:25,Cancelled,4971.19,1622
816400848,2010-09-30 03:33:55,Pending,2116.93,1436
331085362,2013-09-06 07:21:09,Cancelled,5646.81,625
393713173,2021-09-25 21:51:10,Complete,7540.44,1006
588347139,2014-05-10 05:45:47,Confirmed,5300.9,994
500576693,2002-03-25 00:49:12,Confirmed,519.22,1455
122870217,2000-08-02 02:25:38,Confirmed,4017.56,2595
377094417,2020-08-02 17:56:21,Confirmed,9853.58,3007
871822006,2021-07-01 11:11:08,Cancelled,5036.04,508
858750271,2020-02-13 05:29:04,Pending,4752.23,2100
512374426,2013-08-30 16:58:32,Cancelled,7088.27,2761
490656850,2016-09-18 11:44:40,Confirmed,3269.08,1379
921940038,2002-12-18 08:11:17,Cancelled,6408.04,851
421260774,2020-07-10 22:34:57,Cancelled,7395.28,1621
572623792,2019-10-26 22:31:21,Confirmed,9232.51,2512
245981557,2005-07-30 11:04:00,Complete,9682.23,2598
866528597,2019-10-03 23:37:12,Cancelled,8248.43,2738
693162267,2007-06-05 16:17:51,Complete,3212.32,549
278258884,2014-01-15 21:57:45,Cancelled,7194.02,1334
752901825,2005-07-09 03:29:01,Cancelled,6058.19,2319
319198732,2004-05-16 18:28:05,Pending,4097.83,753
518650630,2017-07-28 11:34:52,Cancelled,277.6,532
586972389,2006-07-01 11:32:54,Confirmed,1432.63,1745
815885086,2007-09-20 10:09:15,Pending,6855.67,2570
329965509,2013-06-26 07:40:02,Confirmed,7161.61,2759
947443184,2006-04-09 23:37:06,Cancelled,1743.25,2474
304362603,2006-07-20 05:02:14,Complete,9377.55,2848
922249829,2022-04-27 01:06:04,Complete,859.31,1462
287737346,2004-05-05 02:40:22,Confirmed,4129.6,1756
131676984,2009-02-23 04:45:19,Complete,1248.06,2303
465426806,2000-09-02 04:38:13,Pending,6590.63,1580
411910519,2010-05-16 14:32:40,Cancelled,3511.09,2081
267854796,2014-06-10 11:39:15,Confirmed,8551.59,911
341184875,2011-12-22 20:38:41,Cancelled,3495.53,1110
201431275,2022-02-05 02:36:05,Confirmed,4701.46,512
457003900,2003-04-05 22:38:02,Pending,3641.56,2108
106768473,2022-08-17 15:28:56,Confirmed,3766.55,2935
459878918,2011-09-14 13:50:04,Pending,6345.96,1205
714774394,2004-09-28 03:15:12,Cancelled,5963.26,2485
238105909,2020-08-30 06:33:21,Cancelled,2301.98,2219
193851608,2013-03-07 22:21:59,Confirmed,3133.52,2816
663383757,2005-07-06 22:23:18,Complete,727.01,1176
449409440,2008-09-27 18:08:04,Confirmed,1404.41,2854
361434615,2012-11-09 14:09:22,Confirmed,7251.6,870
142506495,2009-10-08 23:59:56,Pending,4475.28,1828
411587672,2002-08-07 07:20:19,Complete,780.58,1997
670895354,2001-11-23 07:13:25,Pending,5765.24,3018
324268100,2010-07-15 06:25:04,Confirmed,2722.63,1298
643648969,2005-04-25 01:44:30,Cancelled,2440.65,2544
207112577,2016-01-14 19:35:46,Confirmed,1475.65,1689
815093221,2022-11-14 13:01:05,Complete,6480.6,2257
665906898,2014-11-02 13:41:11,Pending,5722.19,1736
834663580,2013-05-17 12:05:32,Pending,1639.2,2937
675497579,2013-03-26 21:46:47,Cancelled,8419.9,203
879760444,2021-11-26 21:49:02,Complete,589.49,348
385614457,2003-04-03 07:19:33,Confirmed,9910.38,1804
375006707,2018-01-14 23:38:00,Cancelled,8527.22,2099
977028121,2019-12-09 13:20:04,Confirmed,3370.9,1167
825857693,2012-11-14 21:24:06,Pending,9657.31,391
684929222,2012-03-31 02:08:44,Complete,196.44,2280
361208970,2021-07-01 07:53:35,Pending,305.32,899
217030454,2012-09-21 09:22:59,Confirmed,6003.43,938
806503394,2020-11-15 10:33:14,Pending,2708.53,436
898287555,2020-12-23 06:43:23,Complete,7494.57,2728
446308110,2022-09-08 03:49:40,Complete,198.22,2551
392969136,2017-06-18 16:41:44,Confirmed,1167.48,1563
859973884,2020-03-08 13:17:23,Cancelled,1184.47,2399
520556541,2022-04-07 13:04:42,Pending,2083.71,1416
831653082,2016-04-24 17:18:43,Pending,6297.13,3012
986327885,2001-11-02 14:38:07,Confirmed,4429.12,1832
840319829,2013-07-30 19:18:36,Pending,4666.43,309
992270184,2022-09-07 10:55:49,Cancelled,1651.32,2352
522591954,2002-10-30 23:25:21,Confirmed,6809.19,1543
393863879,2011-12-17 00:51:43,Complete,7775.49,2879
284672518,2004-02-29 08:06:49,Confirmed,7451.47,184
733503865,2016-01-17 11:34:59,Confirmed,7294.8,1016
483840045,2000-12-23 16:59:43,Pending,4338.79,2286
877453571,2001-10-22 12:42:33,Cancelled,2251.3,2494
377458177,2005-08-20 05:34:17,Pending,6811.19,694
178632970,2007-05-18 10:55:02,Complete,1153.71,237
420717758,2002-11-13 22:39:54,Cancelled,7456.68,1135
424570091,2019-10-11 16:55:15,Complete,6544.53,2137
641774861,2005-11-19 22:52:18,Complete,6943.09,412
417202004,2022-06-13 09:06:24,Confirmed,3945.7,1348
661713517,2012-11-16 14:57:51,Pending,3516.47,2757
962988364,2012-02-10 01:50:33,Complete,9267.47,357
184843887,2006-11-06 11:22:21,Cancelled,5772.44,1331
181447281,2003-01-01 12:55:51,Confirmed,1009.13,1853
524696962,2010-07-16 23:47:46,Cancelled,2559.5,2893
994259786,2010-11-22 02:03:18,Cancelled,3053.94,1652
942442378,2013-08-31 15:46:56,Complete,2091.94,1064
637913046,2013-07-01 20:02:53,Pending,3369.86,2005
149587662,2011-07-08 02:39:42,Complete,9546.18,1745
888104886,2013-01-29 13:11:03,Confirmed,2078.03,1065
759436549,2003-03-10 14:11:35,Pending,7576.3,1923
612309243,2000-10-23 10:03:01,Confirmed,8521.94,2848
705630054,2006-02-10 17:06:13,Confirmed,7857.1,2487
679523055,2021-03-26 09:17:30,Confirmed,5992.09,457
209448193,2012-11-20 12:12:26,Confirmed,9394.66,2119
756975568,2014-12-21 07:57:17,Confirmed,8089.3,2161
401451651,2000-09-20 13:57:05,Pending,7019.97,2014
779921829,2016-07-13 23:39:19,Cancelled,6804.28,1367
217324992,2002-09-05 22:31:17,Complete,2144.48,1815
906302326,2004-10-12 08:51:35,Pending,8075.23,1266
355179105,2020-09-15 04:37:44,Pending,4680.13,2487
799778704,2004-06-27 18:40:23,Pending,2793.64,446
427551871,2008-12-18 07:43:52,Cancelled,9202.01,489
122658128,2008-02-04 13:19:42,Complete,4915.61,1977
282907389,2020-02-06 16:13:07,Pending,9610.66,1191
717032687,2004-10-30 15:47:56,Pending,9956.71,1475
308394564,2020-01-02 12:02:13,Complete,7970.07,350
402314023,2019-08-28 12:30:07,Complete,2442.25,2557
118010620,2009-06-03 05:43:23,Confirmed,2662.17,2913
382447843,2004-01-16 23:27:23,Cancelled,5985.22,2132
579941418,2012-07-28 19:03:01,Pending,5448.18,1285
597845988,2002-03-08 09:49:26,Cancelled,9599.44,2852
912458891,2015-10-18 22:40:49,Cancelled,3606.91,3057
128308326,2008-06-11 01:15:59,Confirmed,829.49,1966
617014511,2009-05-01 10:05:57,Pending,8336.43,2480
579684544,2018-02-12 18:49:43,Cancelled,2783.89,2991
487054946,2005-06-19 21:53:18,Confirmed,7800.4,157
991617381,2005-07-03 15:04:00,Complete,6339.32,2924
299479299,2006-08-23 17:19:38,Cancelled,4176.25,2915
211578522,2017-04-26 16:45:15,Complete,6347.28,2816
703719042,2018-11-29 03:35:16,Complete,4826.68,2264
284328976,2002-11-19 17:28:27,Pending,4906.07,2518
382156917,2003-10-16 06:46:25,Confirmed,7031.01,212
413228648,2000-10-02 10:57:40,Complete,2544.83,2879
382306523,2002-01-14 08:18:59,Confirmed,3343.27,1093
781988292,2007-02-02 14:19:29,Complete,8600.6,2595
991069170,2015-01-02 14:46:16,Complete,5688.66,2601
306978160,2008-12-05 14:33:28,Confirmed,6248.68,1033
402124927,2005-03-15 21:41:20,Pending,5593.67,902
658135004,2014-04-07 00:42:52,Pending,6107.03,872
459945978,2015-12-22 17:44:02,Complete,7220.68,412
103715831,2021-09-07 03:45:32,Cancelled,405.86,302
807448645,2012-03-14 03:08:30,Confirmed,8533.48,1190
642760810,2004-10-03 18:52:27,Cancelled,8164.46,688
962381749,2001-08-12 11:02:06,Cancelled,235.17,2531
974139331,2007-08-07 01:11:33,Pending,5073.04,846
512636518,2011-10-02 07:03:17,Cancelled,396.1,570
282412577,2016-06-27 20:42:48,Pending,4349.66,2189
925754631,2005-09-14 11:00:25,Complete,9428.79,2076
834215642,2009-04-06 05:43:52,Cancelled,2269.89,2636
859921699,2013-02-16 19:22:20,Cancelled,9621.73,178
999367160,2000-07-06 02:37:13,Confirmed,6487.29,1804
642704591,2020-01-17 00:18:49,Confirmed,9890.39,1773
487811002,2006-06-21 19:47:24,Cancelled,9846.66,179
621893434,2011-07-16 07:19:51,Cancelled,4436.77,223
997415605,2007-05-07 01:47:44,Confirmed,3455.61,768
167348217,2009-02-22 07:26:38,Pending,5813.85,2445
616966305,2008-07-02 17:24:22,Confirmed,160.51,2856
501046958,2001-04-30 16:42:41,Pending,9312.32,2422
566855739,2018-08-12 18:21:01,Cancelled,8251.49,1645
433193592,2021-01-05 12:39:52,Cancelled,2806.77,2394
503389054,2002-09-08 19:48:40,Confirmed,9482.2,327
849140080,2003-07-14 05:21:02,Complete,2184.33,2563
532171996,2002-08-02 08:17:57,Cancelled,4790.06,2449
748855427,2011-05-22 13:52:45,Pending,4044.05,2318
838915702,2016-06-27 13:03:38,Complete,8588.03,658
296467299,2007-11-01 04:03:47,Complete,9731.48,844
475070840,2022-12-03 05:30:52,Confirmed,3878.99,836
593615161,2015-06-08 16:53:24,Complete,1609.08,645
449393768,2016-10-01 05:00:40,Confirmed,9772.55,249
769238333,2010-02-23 17:16:09,Cancelled,5381.25,1421
715587123,2006-07-18 05:17:43,Complete,7389.64,2194
131115949,2021-10-26 04:42:30,Confirmed,9927.87,743
436562321,2022-07-26 14:36:22,Cancelled,1466.72,2011
700940011,2000-09-08 15:50:03,Pending,1959.91,1318
310959957,2012-04-05 14:09:40,Cancelled,1130.54,1190
628592073,2020-10-01 01:58:44,Cancelled,989.3,2239
103802581,2006-12-02 07:14:25,Confirmed,5598.8,2752
223265873,2009-10-07 05:32:31,Pending,4565.18,1842
401406228,2021-11-24 23:39:07,Cancelled,9326.95,653
178919468,2008-05-30 08:26:58,Cancelled,3831.24,1361
586418953,2003-05-18 06:41:12,Cancelled,9236.87,2701
407938125,2001-08-26 21:35:25,Confirmed,6276.53,1534
449611107,2020-11-15 19:46:22,Confirmed,9011.34,1107
146560731,2009-04-21 01:15:42,Pending,6740.55,802
119195106,2005-06-22 04:39:13,Confirmed,4947.77,577
168206914,2018-02-07 23:15:31,Cancelled,3966.18,1621
267586971,2001-03-04 18:18:54,Complete,4379.7,165
553407988,2004-08-22 13:16:53,Confirmed,367.23,2240
807394505,2015-03-14 15:17:26,Confirmed,7756.96,573
407046068,2017-05-13 17:52:40,Cancelled,3804.23,954
128779136,2006-03-29 17:53:03,Pending,4627.64,127
297610202,2019-06-24 17:22:16,Cancelled,6469.64,1994
564284707,2020-03-24 08:02:15,Cancelled,9429.62,2920
126605299,2004-10-15 07:41:14,Cancelled,4380.34,1573
244160908,2008-03-31 21:05:15,Confirmed,2258.12,428
682226421,2019-08-04 05:14:20,Cancelled,1820.93,1486
493485110,2012-03-02 20:50:22,Cancelled,2708.29,1710
719734964,2000-06-08 07:19:27,Complete,7986.06,376
415251389,2020-01-18 11:46:04,Pending,8710.65,1636
991522099,2018-07-27 11:57:33,Cancelled,7855.48,476
117965374,2003-01-12 10:44:34,Complete,8006.95,2280
477210987,2010-12-07 10:51:37,Confirmed,6504.21,1177
504374825,2012-03-05 06:00:30,Confirmed,5332.62,1880
379407658,2010-05-16 21:03:49,Confirmed,6236.04,1663
715177656,2000-02-04 15:24:24,Complete,3958.06,1003
220799409,2004-03-26 08:08:53,Confirmed,7076.0,821
569504980,2013-07-12 18:52:50,Cancelled,5008.48,664
896036572,2015-08-13 14:52:18,Confirmed,1084.06,1962
233625780,2022-11-06 21:59:33,Pending,4464.78,1272
961398825,2014-11-25 12:57:38,Confirmed,8758.59,1975
446409174,2000-01-04 00:31:21,Pending,5506.88,1306
898399046,2019-06-24 01:32:41,Cancelled,642.16,2295
287686660,2020-05-03 15:30:23,Cancelled,327.12,1059
549467940,2005-12-28 20:06:15,Complete,8786.48,2148
733572339,2010-02-12 21:19:20,Complete,514.03,607
592749179,2018-12-18 06:03:50,Confirmed,6829.48,516
232310591,2022-07-17 02:52:42,Complete,8695.51,150
190247549,2017-08-28 00:36:53,Confirmed,1466.41,362
543348036,2017-11-27 00:45:35,Cancelled,6922.73,840
241707410,2008-11-06 02:20:42,Complete,7559.33,1717
722582810,2012-12-14 17:13:24,Cancelled,3535.86,916
272270501,2006-10-13 23:58:40,Pending,3685.07,1445
336288185,2007-01-28 05:34:50,Pending,5863.13,2689
800644118,2000-07-07 21:40:32,Complete,7666.16,824
134507316,2013-08-10 05:56:16,Complete,1774.85,2671
203024830,2013-08-12 21:43:07,Confirmed,6506.08,1945
201270207,2006-09-30 13:26:07,Confirmed,7657.63,2703
702352824,2012-04-09 20:50:32,Pending,4794.37,1812
163783124,2013-11-23 09:39:54,Confirmed,2907.65,1713
693636952,2017-01-15 23:45:42,Confirmed,4639.27,2413
562938423,2010-04-17 23:36:11,Cancelled,931.82,2507
960932827,2010-11-27 00:58:03,Pending,9476.02,692
118299325,2009-03-23 02:08:43,Confirmed,1340.26,2670
384990734,2001-07-13 05:57:58,Complete,3021.7,2075
808674449,2006-05-18 06:22:05,Cancelled,9097.47,296
190722487,2018-04-29 04:45:02,Confirmed,1050.74,1327
456336682,2021-01-02 21:57:40,Complete,699.52,2937
187384881,2001-11-06 06:17:08,Confirmed,413.9,520
167309237,2018-11-01 15:17:11,Confirmed,3913.17,2467
726310200,2004-10-09 16:13:15,Confirmed,7275.23,1841
743215150,2018-11-30 17:14:35,Cancelled,6482.73,1653
760125666,2018-10-20 12:18:12,Complete,1864.48,1371
646428307,2014-07-22 19:11:25,Confirmed,1660.74,2408
639890795,2017-02-10 15:54:00,Confirmed,6535.06,1379
941730510,2015-02-09 07:36:39,Pending,3776.45,258
939536886,2005-08-24 07:43:08,Pending,6181.08,1295
256823493,2022-08-03 15:10:06,Confirmed,3564.98,872
540489334,2006-06-05 17:25:46,Cancelled,1057.15,574
727066105,2006-11-20 12:17:26,Cancelled,1156.58,2840
675219841,2007-05-12 09:35:08,Confirmed,9599.27,523
714942817,2016-04-04 11:19:08,Cancelled,3288.35,1099
668839750,2003-11-26 07:54:43,Pending,4718.58,1657
497708442,2002-12-01 19:22:26,Complete,4773.8,2148
593266992,2003-12-29 20:19:19,Pending,3421.22,2783
720363626,2019-07-05 11:42:17,Complete,6612.44,3022
936509253,2005-11-29 01:33:04,Confirmed,7413.59,457
595655048,2004-01-19 07:41:43,Pending,3013.63,3090
801107315,2022-01-04 18:06:05,Pending,9990.85,2769
203652216,2012-10-27 15:45:41,Pending,703.73,1867
386369556,2009-05-22 12:00:46,Confirmed,4963.73,2310
918810648,2004-09-29 22:13:47,Complete,5136.57,232
632951812,2022-04-18 03:19:38,Complete,9054.5,2137
998826661,2017-07-30 07:39:43,Confirmed,795.65,2549
941159508,2002-03-16 00:52:28,Complete,4212.99,1072
134161869,2021-10-08 22:11:55,Pending,4714.5,387
533473050,2009-02-19 21:58:56,Confirmed,4247.05,1193
558999413,2015-11-20 19:27:30,Pending,4733.96,181
474209456,2001-04-08 10:19:18,Pending,3727.29,740
395180244,2012-11-23 07:14:41,Complete,3773.1,1555
449435902,2008-12-02 11:52:27,Confirmed,2928.96,1438
533657578,2015-05-29 05:13:36,Complete,2064.52,2979
532097336,2021-11-09 22:40:41,Confirmed,1770.05,2724
101128328,2020-01-11 14:14:33,Cancelled,8805.23,2097
394993461,2021-11-27 23:49:45,Complete,6164.95,1396
810896700,2000-02-02 11:29:23,Complete,5654.72,160
770614674,2018-09-28 00:59:31,Pending,870.69,2903
102339971,2008-04-19 08:58:05,Cancelled,8948.25,1574
413521576,2022-09-29 16:11:29,Complete,5813.17,3018
118554778,2011-12-06 04:54:58,Pending,3330.42,2851
886835466,2001-10-14 16:56:12,Cancelled,9579.34,2939
374826280,2021-05-07 12:28:12,Complete,2504.83,981
220487477,2011-12-11 13:24:19,Cancelled,7698.9,2343
353562237,2013-12-16 06:34:42,Complete,5215.76,2705
444856358,2019-11-12 23:23:55,Confirmed,2769.22,1121
733510400,2003-01-10 02:35:55,Confirmed,4297.31,834
585746842,2012-09-02 16:58:26,Confirmed,9326.8,1895
438960724,2004-04-23 12:39:57,Confirmed,9052.94,2409
579875221,2005-03-09 03:12:51,Pending,7492.57,1120
447346408,2013-11-10 13:29:02,Complete,475.93,3011
435956258,2021-05-09 13:56:12,Cancelled,6125.07,109
693349482,2007-12-20 15:50:50,Confirmed,1172.93,1323
848155119,2008-07-04 00:32:36,Confirmed,9810.53,222
669432161,2007-07-31 16:34:04,Cancelled,1458.61,2138
588490257,2017-12-27 19:53:12,Pending,8567.69,1416
886308255,2000-12-06 20:37:49,Cancelled,5358.57,1926
764433743,2017-10-02 20:16:14,Pending,9049.79,3056
537747317,2016-04-04 09:15:56,Complete,6893.79,2435
314342120,2020-04-03 14:08:14,Cancelled,9843.43,1569
213651070,2016-11-05 11:02:12,Complete,5228.55,3050
587708389,2013-10-06 06:27:30,Cancelled,3581.17,2208
688543200,2021-08-16 23:05:10,Confirmed,8023.8,228
351081495,2005-12-14 09:45:40,Confirmed,8713.01,2810
451578605,2020-06-16 13:11:26,Pending,3702.39,2121
880321781,2011-01-13 23:11:25,Complete,7479.78,1415
520134575,2021-06-15 11:05:21,Pending,7229.13,978
383238603,2005-01-27 04:20:09,Cancelled,2947.89,1622
497612872,2020-07-24 08:27:26,Complete,4118.66,1818
627999094,2015-01-25 05:14:13,Pending,4325.3,1149
363463019,2004-03-02 21:46:29,Complete,5646.41,1701
221708975,2000-04-25 07:12:59,Confirmed,4560.98,331
995079667,2010-08-28 15:29:20,Cancelled,6062.19,2769
939002742,2013-02-19 13:08:02,Pending,4752.04,375
827715225,2011-06-17 09:27:54,Cancelled,9881.25,1124
629443825,2020-10-13 03:53:43,Pending,6556.39,2766
943955702,2001-01-20 10:25:30,Pending,8074.11,2869
157803847,2022-12-02 18:57:19,Pending,4652.8,1977
160885496,2022-11-13 22:50:27,Cancelled,3801.29,1542
775723708,2021-01-11 23:49:51,Cancelled,6670.1,1032
858414187,2003-01-02 11:43:26,Cancelled,8376.14,664
260304176,2001-05-08 13:04:38,Complete,9150.47,2127
281742529,2004-08-05 15:54:42,Confirmed,9580.25,1814
898587214,2012-07-08 07:26:10,Cancelled,2329.52,1830
665495497,2008-03-28 07:48:14,Confirmed,8545.82,474
745498386,2001-11-13 19:29:09,Cancelled,7417.35,1437
865337345,2009-02-13 01:13:39,Complete,7201.16,1075
686269038,2018-06-14 23:23:51,Complete,6694.06,1650
391300026,2021-03-29 21:38:01,Cancelled,1746.42,1480
696329222,2021-04-09 01:43:10,Complete,8042.54,1079
478295973,2014-05-11 11:54:33,Confirmed,6071.05,412
796853090,2018-06-05 13:28:43,Confirmed,2890.99,1288
604723548,2002-03-23 15:19:38,Cancelled,1373.09,1427
625999697,2012-09-01 09:11:22,Confirmed,223.43,1484
894071328,2008-01-12 04:18:34,Cancelled,9550.92,1042
553293852,2008-02-16 18:39:23,Complete,9285.47,1490
672429466,2002-10-16 13:50:13,Pending,6861.89,874
662953102,2004-11-14 06:41:13,Pending,9645.56,2344
416586076,2013-08-12 02:47:48,Complete,7685.49,594
416817672,2011-12-25 08:54:03,Complete,7778.9,1666
472175077,2005-07-02 10:36:16,Complete,8338.42,2230
121380258,2004-04-08 09:39:23,Pending,6023.07,1381
478926132,2017-08-19 15:43:27,Confirmed,806.08,1434
176468271,2007-06-25 23:50:36,Confirmed,4952.16,144
314303583,2016-07-20 01:47:08,Confirmed,4113.1,594
102109732,2019-12-14 19:09:25,Pending,8047.29,2796
435850106,2011-04-12 08:27:35,Cancelled,8904.42,1188
391504112,2004-06-23 10:18:48,Complete,4164.51,902
970954253,2002-08-05 15:45:06,Cancelled,4149.45,1718
834723382,2010-09-11 04:57:53,Complete,5491.95,1625
623029475,2020-11-06 21:39:27,Complete,1645.32,772
154909979,2016-01-26 01:31:56,Complete,8339.68,2886
511512420,2004-03-11 14:52:01,Confirmed,2626.43,2664
285614437,2000-07-16 15:38:03,Complete,1016.34,594
307791668,2016-07-24 09:17:27,Complete,8046.41,1055
839765244,2003-12-23 06:17:52,Pending,1378.01,1386
311225679,2022-12-13 09:22:50,Complete,5584.01,2884
203512778,2005-01-13 16:33:59,Pending,589.91,552
737148092,2009-05-23 07:42:21,Complete,2541.29,318
414455674,2003-08-04 10:36:52,Pending,171.91,1612
712973671,2008-01-02 08:21:38,Confirmed,8892.41,1176
780214884,2000-01-05 00:11:46,Confirmed,9178.93,2320
167895462,2017-03-22 20:14:31,Pending,2214.57,2051
205819161,2010-01-23 21:15:28,Pending,2559.97,928
679282892,2003-03-08 03:05:25,Complete,8302.54,2091
414135465,2000-02-04 18:06:21,Pending,1616.67,881
450084403,2011-10-24 23:48:29,Pending,7146.84,648
